id,question,answer,image_source,category,response
1262,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",yes,COCO_val2014_000000034773,adversarial,yes
1263,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000034773,adversarial,yes
1264,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000034773,adversarial,yes
1265,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000034773,adversarial,yes
1266,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000244455,adversarial,no
1267,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000244455,adversarial,no
1268,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000244455,adversarial,yes
1269,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000244455,adversarial,yes
1270,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000244455,adversarial,yes
1271,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000244455,adversarial,no
1272,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000303652,adversarial,yes
1273,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",no,COCO_val2014_000000303652,adversarial,yes
1274,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000303652,adversarial,yes
1275,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000303652,adversarial,yes
1276,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",yes,COCO_val2014_000000303652,adversarial,yes
1277,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000303652,adversarial,yes
1278,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000098493,adversarial,yes
1279,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000098493,adversarial,no
1280,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000098493,adversarial,yes
1281,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000098493,adversarial,yes
1282,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000098493,adversarial,yes
1283,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000098493,adversarial,yes
1284,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000201148,adversarial,no
1285,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000201148,adversarial,yes
1286,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000201148,adversarial,yes
1287,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000201148,adversarial,no
1288,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000201148,adversarial,yes
1289,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000201148,adversarial,no
1290,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",yes,COCO_val2014_000000307166,adversarial,yes
1291,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000307166,adversarial,yes
1292,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000307166,adversarial,yes
1293,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000307166,adversarial,yes
1294,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",yes,COCO_val2014_000000307166,adversarial,no
1295,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000307166,adversarial,yes
1296,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000313034,adversarial,no
1297,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000313034,adversarial,yes
1298,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000313034,adversarial,yes
1299,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000313034,adversarial,yes
1300,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000313034,adversarial,no
1301,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000313034,adversarial,no
1302,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000355342,adversarial,yes
1303,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000355342,adversarial,no
1304,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",yes,COCO_val2014_000000355342,adversarial,no
1305,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000355342,adversarial,no
1306,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",yes,COCO_val2014_000000355342,adversarial,no
1307,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000355342,adversarial,no
1308,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000333237,adversarial,yes
1309,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000333237,adversarial,yes
1310,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000333237,adversarial,yes
1311,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000333237,adversarial,yes
1312,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000333237,adversarial,yes
1313,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",no,COCO_val2014_000000333237,adversarial,yes
1314,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000526368,adversarial,yes
1315,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000526368,adversarial,yes
1316,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000526368,adversarial,yes
1317,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000526368,adversarial,yes
1318,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000526368,adversarial,yes
1319,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",no,COCO_val2014_000000526368,adversarial,yes
1320,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000429033,adversarial,yes
1321,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000429033,adversarial,no
1322,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000429033,adversarial,yes
1323,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000429033,adversarial,no
1324,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000429033,adversarial,yes
1325,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000429033,adversarial,yes
1326,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000287035,adversarial,yes
1327,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",no,COCO_val2014_000000287035,adversarial,yes
1328,"Which is true? There is no mouse in the image. Or, yes, there is a mouse in the image.",yes,COCO_val2014_000000287035,adversarial,yes
1329,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000287035,adversarial,yes
1330,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000287035,adversarial,yes
1331,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000287035,adversarial,yes
1332,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000299074,adversarial,yes
1333,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000299074,adversarial,no
1334,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",yes,COCO_val2014_000000299074,adversarial,yes
1335,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000299074,adversarial,no
1336,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000299074,adversarial,yes
1337,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000299074,adversarial,no
